Nom;Numéro;Protocole;Description
kryptolan;398;UDP;Kryptolan
iso-tsap-c2;399;TCP;ISO Transport Class 2 Non-Control over TCP
iso-tsap-c2;399;UDP;ISO Transport Class 2 Non-Control over UDP
osb-sd;400;TCP;Oracle Secure Backup
osb-sd;400;UDP;Oracle Secure Backup
ups;401;TCP;Uninterruptible Power Supply
ups;401;UDP;Uninterruptible Power Supply
genie;402;TCP;Genie Protocol
genie;402;UDP;Genie Protocol
decap;403;TCP;decap
decap;403;UDP;decap
nced;404;TCP;nced
nced;404;UDP;nced
ncld;405;TCP;ncld
ncld;405;UDP;ncld
imsp;406;TCP;Interactive Mail Support Protocol
imsp;406;UDP;Interactive Mail Support Protocol
timbuktu;407;TCP;Timbuktu
timbuktu;407;UDP;Timbuktu
prm-sm;408;TCP;Prospero Resource Manager Sys. Man.
prm-sm;408;UDP;Prospero Resource Manager Sys. Man.
prm-nm;409;TCP;Prospero Resource Manager Node Man.
prm-nm;409;UDP;Prospero Resource Manager Node Man.
decladebug;410;TCP;DECLadebug Remote Debug Protocol
decladebug;410;UDP;DECLadebug Remote Debug Protocol
rmt;411;TCP;Remote MT Protocol
rmt;411;UDP;Remote MT Protocol
synoptics-trap;412;TCP;Trap Convention Port
synoptics-trap;412;UDP;Trap Convention Port
smsp;413;TCP;Storage Management Services Protocol
smsp;413;UDP;Storage Management Services Protocol
infoseek;414;TCP;InfoSeek
infoseek;414;UDP;InfoSeek
bnet;415;TCP;BNet
bnet;415;UDP;BNet
silverplatter;416;TCP;Silverplatter
silverplatter;416;UDP;Silverplatter
onmux;417;TCP;Onmux
onmux;417;UDP;Onmux
hyper-g;418;TCP;Hyper-G
hyper-g;418;UDP;Hyper-G
ariel1;419;TCP;Ariel 1
ariel1;419;UDP;Ariel 1
smpte;420;TCP;SMPTE
smpte;420;UDP;SMPTE
ariel2;421;TCP;Ariel 2
ariel2;421;UDP;Ariel 2
ariel3;422;TCP;Ariel 3
ariel3;422;UDP;Ariel 3
opc-job-start;423;TCP;IBM Operations Planning and Control Start
opc-job-start;423;UDP;IBM Operations Planning and Control Start
opc-job-track;424;TCP;IBM Operations Planning and Control Track
opc-job-track;424;UDP;IBM Operations Planning and Control Track
icad-el;425;TCP;ICAD
icad-el;425;UDP;ICAD
smartsdp;426;TCP;smartsdp
smartsdp;426;UDP;smartsdp
svrloc;427;TCP;Server Location
svrloc;427;UDP;Server Location
ocs-cmu;428;TCP;OCS_CMU
ocs_cmu;428;TCP;OCS_CMU
ocs-cmu;428;UDP;OCS_CMU
ocs_cmu;428;UDP;OCS_CMU
ocs-amu;429;TCP;OCS_AMU
ocs_amu;429;TCP;OCS_AMU
ocs-amu;429;UDP;OCS_AMU
ocs_amu;429;UDP;OCS_AMU
utmpsd;430;TCP;UTMPSD
utmpsd;430;UDP;UTMPSD
utmpcd;431;TCP;UTMPCD
utmpcd;431;UDP;UTMPCD
iasd;432;TCP;IASD
iasd;432;UDP;IASD
nnsp;433;TCP;NNTP for transit servers (NNSP)
nnsp;433;UDP;NNTP for transit servers (NNSP)
mobileip-agent;434;TCP;MobileIP-Agent
mobileip-agent;434;UDP;MobileIP-Agent
mobilip-mn;435;TCP;MobilIP-MN
mobilip-mn;435;UDP;MobilIP-MN
dna-cml;436;TCP;DNA-CML
dna-cml;436;UDP;DNA-CML
comscm;437;TCP;comscm
comscm;437;UDP;comscm
dsfgw;438;TCP;dsfgw
dsfgw;438;UDP;dsfgw
dasp;439;TCP;dasp
dasp;439;UDP;dasp
sgcp;440;TCP;sgcp
sgcp;440;UDP;sgcp
decvms-sysmgt;441;TCP;decvms-sysmgt
decvms-sysmgt;441;UDP;decvms-sysmgt
cvc-hostd;442;TCP;cvc_hostd
cvc_hostd;442;TCP;cvc_hostd
cvc-hostd;442;UDP;cvc_hostd
cvc_hostd;442;UDP;cvc_hostd
https;443;UDP;HTTPS
https;443;TCP;http protocol over TLS/SSL
https;443;UDP;http protocol over TLS/SSL
snpp;444;TCP;Simple Network Paging Protocol
snpp;444;UDP;Simple Network Paging Protocol
microsoft-ds;445;TCP;Microsoft-DS
microsoft-ds;445;UDP;Microsoft-DS
ddm-rdb;446;TCP;DDM-Remote Relational Database Access
ddm-rdb;446;UDP;DDM-Remote Relational Database Access
ddm-dfm;447;TCP;DDM-Distributed File Management
ddm-dfm;447;UDP;DDM-Distributed File Management
ddm-ssl;448;TCP;DDM-Remote DB Access Using Secure Sockets
ddm-ssl;448;UDP;DDM-Remote DB Access Using Secure Sockets
as-servermap;449;TCP;AS Server Mapper
as-servermap;449;UDP;AS Server Mapper
tserver;450;TCP;Computer Supported Telecomunication Applications
tserver;450;UDP;Computer Supported Telecomunication Applications
sfs-smp-net;451;TCP;Cray Network Semaphore server
sfs-smp-net;451;UDP;Cray Network Semaphore server
sfs-config;452;TCP;Cray SFS config server
sfs-config;452;UDP;Cray SFS config server
creativeserver;453;TCP;CreativeServer
creativeserver;453;UDP;CreativeServer
contentserver;454;TCP;ContentServer
contentserver;454;UDP;ContentServer
creativepartnr;455;TCP;CreativePartnr
creativepartnr;455;UDP;CreativePartnr
macon-tcp;456;TCP;macon-tcp
macon-udp;456;UDP;macon-udp
scohelp;457;TCP;scohelp
scohelp;457;UDP;scohelp
appleqtc;458;TCP;apple quick time
appleqtc;458;UDP;apple quick time
ampr-rcmd;459;TCP;ampr-rcmd
ampr-rcmd;459;UDP;ampr-rcmd
skronk;460;TCP;skronk
skronk;460;UDP;skronk
datasurfsrv;461;TCP;DataRampSrv
datasurfsrv;461;UDP;DataRampSrv
datasurfsrvsec;462;TCP;DataRampSrvSec
datasurfsrvsec;462;UDP;DataRampSrvSec
alpes;463;TCP;alpes
alpes;463;UDP;alpes
kpasswd;464;TCP;kpasswd
kpasswd;464;UDP;kpasswd
urd;465;TCP;URL Rendesvous Directory for SSM
igmpv3lite;465;UDP;IGMP over UDP for SSM
digital-vrc;466;TCP;digital-vrc
digital-vrc;466;UDP;digital-vrc
mylex-mapd;467;TCP;mylex-mapd
mylex-mapd;467;UDP;mylex-mapd
photuris;468;TCP;proturis
photuris;468;UDP;proturis
rcp;469;TCP;Radio Control Protocol
rcp;469;UDP;Radio Control Protocol
scx-proxy;470;TCP;scx-proxy
scx-proxy;470;UDP;scx-proxy
mondex;471;TCP;Mondex
mondex;471;UDP;Mondex
ljk-login;472;TCP;ljk-login
ljk-login;472;UDP;ljk-login
hybrid-pop;473;TCP;hybrid-pop
hybrid-pop;473;UDP;hybrid-pop
tn-tl-w1;474;TCP;tn-tl-w1
tn-tl-w2;474;UDP;tn-tl-w2
tcpnethaspsrv;475;TCP;tcpnethaspsrv
tcpnethaspsrv;475;UDP;tcpnethaspsrv
tn-tl-fd1;476;TCP;tn-tl-fd1
tn-tl-fd1;476;UDP;tn-tl-fd1
ss7ns;477;TCP;ss7ns
ss7ns;477;UDP;ss7ns
spsc;478;TCP;spsc
spsc;478;UDP;spsc
iafserver;479;TCP;iafserver
iafserver;479;UDP;iafserver
iafdbase;480;TCP;iafdbase
iafdbase;480;UDP;iafdbase
ph;481;TCP;Ph service
ph;481;UDP;Ph service
bgs-nsi;482;TCP;bgs-nsi
bgs-nsi;482;UDP;bgs-nsi
ulpnet;483;TCP;ulpnet
ulpnet;483;UDP;ulpnet
integra-sme;484;TCP;Integra Software Management Environment
integra-sme;484;UDP;Integra Software Management Environment
powerburst;485;TCP;Air Soft Power Burst
powerburst;485;UDP;Air Soft Power Burst
avian;486;TCP;avian
avian;486;UDP;avian
saft;487;TCP;saft Simple Asynchronous File Transfer
saft;487;UDP;saft Simple Asynchronous File Transfer
gss-http;488;TCP;gss-http
gss-http;488;UDP;gss-http
nest-protocol;489;TCP;nest-protocol
nest-protocol;489;UDP;nest-protocol
micom-pfs;490;TCP;micom-pfs
micom-pfs;490;UDP;micom-pfs
go-login;491;TCP;go-login
go-login;491;UDP;go-login
ticf-1;492;TCP;Transport Independent Convergence for FNA
ticf-1;492;UDP;Transport Independent Convergence for FNA
ticf-2;493;TCP;Transport Independent Convergence for FNA
ticf-2;493;UDP;Transport Independent Convergence for FNA
pov-ray;494;TCP;POV-Ray
pov-ray;494;UDP;POV-Ray
intecourier;495;TCP;intecourier
intecourier;495;UDP;intecourier
pim-rp-disc;496;TCP;PIM-RP-DISC
pim-rp-disc;496;UDP;PIM-RP-DISC
retrospect;497;TCP;Retrospect backup and restore service
retrospect;497;UDP;Retrospect backup and restore service
siam;498;TCP;siam
siam;498;UDP;siam
iso-ill;499;TCP;ISO ILL Protocol
iso-ill;499;UDP;ISO ILL Protocol
isakmp;500;TCP;isakmp
isakmp;500;UDP;isakmp
Nom;Numéro;Protocole;Description
stmf;501;TCP;STMF
stmf;501;UDP;STMF
mbap;502;TCP;Modbus Application Protocol
mbap;502;UDP;Modbus Application Protocol
intrinsa;503;TCP;Intrinsa
intrinsa;503;UDP;Intrinsa
citadel;504;TCP;citadel
citadel;504;UDP;citadel
mailbox-lm;505;TCP;mailbox-lm
mailbox-lm;505;UDP;mailbox-lm
ohimsrv;506;TCP;ohimsrv
ohimsrv;506;UDP;ohimsrv
crs;507;TCP;crs
crs;507;UDP;crs
xvttp;508;TCP;xvttp
xvttp;508;UDP;xvttp
snare;509;TCP;snare
snare;509;UDP;snare
fcp;510;TCP;FirstClass Protocol
fcp;510;UDP;FirstClass Protocol
passgo;511;TCP;PassGo
passgo;511;UDP;PassGo
exec;512;TCP;"remote process execution; authentication performed using passwords and UNIX login names"
comsat;512;UDP;Unassigned
biff;512;UDP;"used by mail system to notify users of new mail received; currently receives messages only from processes on the same machine"
login;513;TCP;"remote login a la telnet; automatic authentication performed based on priviledged port numbers and distributed data bases which identify authentication domains"
who;513;UDP;maintains data bases showing who's logged in to machines on a local net and the load average of the machine
shell;514;TCP;cmd like exec, but automatic authentication is performed as for login server
syslog;514;UDP;Unassigned
printer;515;TCP;spooler
printer;515;UDP;spooler
videotex;516;TCP;videotex
videotex;516;UDP;videotex
talk;517;TCP;like tenex link, but across machine - unfortunately, doesn't use link protocol (this is actually just a rendezvous port from which a tcp connection is established)
talk;517;UDP;like tenex link, but across machine - unfortunately, doesn't use link protocol (this is actually just a rendezvous port from which a tcp connection is established)
ntalk;518;TCP;Unassigned
ntalk;518;UDP;Unassigned
utime;519;TCP;unixtime
utime;519;UDP;unixtime
efs;520;TCP;extended file name server
router;520;UDP;"local routing process (on site); uses variant of Xerox NS routing information protocol - RIP"
ripng;521;TCP;ripng
ripng;521;UDP;ripng
ulp;522;TCP;ULP
ulp;522;UDP;ULP
ibm-db2;523;TCP;IBM-DB2
ibm-db2;523;UDP;IBM-DB2
ncp;524;TCP;NCP
ncp;524;UDP;NCP
timed;525;TCP;timeserver
timed;525;UDP;timeserver
tempo;526;TCP;newdate
tempo;526;UDP;newdate
stx;527;TCP;Stock IXChange
stx;527;UDP;Stock IXChange
custix;528;TCP;Customer IXChange
custix;528;UDP;Customer IXChange
irc-serv;529;TCP;IRC-SERV
irc-serv;529;UDP;IRC-SERV
courier;530;TCP;rpc
courier;530;UDP;rpc
conference;531;TCP;chat
conference;531;UDP;chat
netnews;532;TCP;readnews
netnews;532;UDP;readnews
netwall;533;TCP;for emergency broadcasts
netwall;533;UDP;for emergency broadcasts
windream;534;TCP;windream Admin
windream;534;UDP;windream Admin
iiop;535;TCP;iiop
iiop;535;UDP;iiop
opalis-rdv;536;TCP;opalis-rdv
opalis-rdv;536;UDP;opalis-rdv
nmsp;537;TCP;Networked Media Streaming Protocol
nmsp;537;UDP;Networked Media Streaming Protocol
gdomap;538;TCP;gdomap
gdomap;538;UDP;gdomap
apertus-ldp;539;TCP;Apertus Technologies Load Determination
apertus-ldp;539;UDP;Apertus Technologies Load Determination
uucp;540;TCP;uucpd
uucp;540;UDP;uucpd
uucp-rlogin;541;TCP;uucp-rlogin
uucp-rlogin;541;UDP;uucp-rlogin
commerce;542;TCP;commerce
commerce;542;UDP;commerce
klogin;543;TCP;Unassigned
klogin;543;UDP;Unassigned
kshell;544;TCP;krcmd
kshell;544;UDP;krcmd
appleqtcsrvr;545;TCP;appleqtcsrvr
appleqtcsrvr;545;UDP;appleqtcsrvr
dhcpv6-client;546;TCP;DHCPv6 Client
dhcpv6-client;546;UDP;DHCPv6 Client
dhcpv6-server;547;TCP;DHCPv6 Server
dhcpv6-server;547;UDP;DHCPv6 Server
afpovertcp;548;TCP;AFP over TCP
afpovertcp;548;UDP;AFP over TCP
idfp;549;TCP;IDFP
idfp;549;UDP;IDFP
new-rwho;550;TCP;new-who
new-rwho;550;UDP;new-who
cybercash;551;TCP;cybercash
cybercash;551;UDP;cybercash
devshr-nts;552;TCP;DeviceShare
devshr-nts;552;UDP;DeviceShare
pirp;553;TCP;pirp
pirp;553;UDP;pirp
rtsp;554;TCP;Real Time Streaming Protocol (RTSP)
rtsp;554;UDP;Real Time Streaming Protocol (RTSP)
dsf;555;TCP;Unassigned
dsf;555;UDP;Unassigned
remotefs;556;TCP;rfs server
remotefs;556;UDP;rfs server
openvms-sysipc;557;TCP;openvms-sysipc
openvms-sysipc;557;UDP;openvms-sysipc
sdnskmp;558;TCP;SDNSKMP
sdnskmp;558;UDP;SDNSKMP
teedtap;559;TCP;TEEDTAP
teedtap;559;UDP;TEEDTAP
rmonitor;560;TCP;rmonitord
rmonitor;560;UDP;rmonitord
monitor;561;TCP;Unassigned
monitor;561;UDP;Unassigned
chshell;562;TCP;chcmd
chshell;562;UDP;chcmd
nntps;563;TCP;nntp protocol over TLS/SSL (was snntp)
nntps;563;UDP;nntp protocol over TLS/SSL (was snntp)
9pfs;564;TCP;plan 9 file service
9pfs;564;UDP;plan 9 file service
whoami;565;TCP;whoami
whoami;565;UDP;whoami
streettalk;566;TCP;streettalk
streettalk;566;UDP;streettalk
banyan-rpc;567;TCP;banyan-rpc
banyan-rpc;567;UDP;banyan-rpc
ms-shuttle;568;TCP;microsoft shuttle
ms-shuttle;568;UDP;microsoft shuttle
ms-rome;569;TCP;microsoft rome
ms-rome;569;UDP;microsoft rome
meter;570;TCP;demon
meter;570;UDP;demon
meter;571;TCP;udemon
meter;571;UDP;udemon
sonar;572;TCP;sonar
sonar;572;UDP;sonar
banyan-vip;573;TCP;banyan-vip
banyan-vip;573;UDP;banyan-vip
ftp-agent;574;TCP;FTP Software Agent System
ftp-agent;574;UDP;FTP Software Agent System
vemmi;575;TCP;VEMMI
vemmi;575;UDP;VEMMI
ipcd;576;TCP;ipcd
ipcd;576;UDP;ipcd
vnas;577;TCP;vnas
vnas;577;UDP;vnas
ipdd;578;TCP;ipdd
ipdd;578;UDP;ipdd
decbsrv;579;TCP;decbsrv
decbsrv;579;UDP;decbsrv
sntp-heartbeat;580;TCP;SNTP HEARTBEAT
sntp-heartbeat;580;UDP;SNTP HEARTBEAT
bdp;581;TCP;Bundle Discovery Protocol
bdp;581;UDP;Bundle Discovery Protocol
scc-security;582;TCP;SCC Security
scc-security;582;UDP;SCC Security
philips-vc;583;TCP;Philips Video-Conferencing
philips-vc;583;UDP;Philips Video-Conferencing
keyserver;584;TCP;Key Server
keyserver;584;UDP;Key Server
Unassigned;585;UDP;De-registered
password-chg;586;TCP;Password Change
password-chg;586;UDP;Password Change
submission;587;TCP;Message Submission
submission;587;UDP;Message Submission
cal;588;TCP;CAL
cal;588;UDP;CAL
eyelink;589;TCP;EyeLink
eyelink;589;UDP;EyeLink
tns-cml;590;TCP;TNS CML
tns-cml;590;UDP;TNS CML
http-alt;591;TCP;FileMaker, Inc. - HTTP Alternate (see Port 80)
http-alt;591;UDP;FileMaker, Inc. - HTTP Alternate (see Port 80)
eudora-set;592;TCP;Eudora Set
eudora-set;592;UDP;Eudora Set
http-rpc-epmap;593;TCP;HTTP RPC Ep Map
http-rpc-epmap;593;UDP;HTTP RPC Ep Map
tpip;594;TCP;TPIP
tpip;594;UDP;TPIP
cab-protocol;595;TCP;CAB Protocol
cab-protocol;595;UDP;CAB Protocol
smsd;596;TCP;SMSD
smsd;596;UDP;SMSD
ptcnameservice;597;TCP;PTC Name Service
ptcnameservice;597;UDP;PTC Name Service
sco-websrvrmg3;598;TCP;SCO Web Server Manager 3
sco-websrvrmg3;598;UDP;SCO Web Server Manager 3
acp;599;TCP;Aeolon Core Protocol
acp;599;UDP;Aeolon Core Protocol
ipcserver;600;TCP;Sun IPC server
ipcserver;600;UDP;Sun IPC server
syslog-conn;601;TCP;Reliable Syslog Service
syslog-conn;601;UDP;Reliable Syslog Service
xmlrpc-beep;602;TCP;XML-RPC over BEEP
xmlrpc-beep;602;UDP;XML-RPC over BEEP
idxp;603;TCP;IDXP
idxp;603;UDP;IDXP
tunnel;604;TCP;TUNNEL
tunnel;604;UDP;TUNNEL
soap-beep;605;TCP;SOAP over BEEP
soap-beep;605;UDP;SOAP over BEEP
urm;606;TCP;Cray Unified Resource Manager
urm;606;UDP;Cray Unified Resource Manager
nqs;607;TCP;nqs
nqs;607;UDP;nqs
sift-uft;608;TCP;Sender-Initiated/Unsolicited File Transfer
sift-uft;608;UDP;Sender-Initiated/Unsolicited File Transfer
npmp-trap;609;TCP;npmp-trap
npmp-trap;609;UDP;npmp-trap
npmp-local;610;TCP;npmp-local
npmp-local;610;UDP;npmp-local
npmp-gui;611;TCP;npmp-gui
npmp-gui;611;UDP;npmp-gui
hmmp-ind;612;TCP;HMMP Indication
hmmp-ind;612;UDP;HMMP Indication
hmmp-op;613;TCP;HMMP Operation
hmmp-op;613;UDP;HMMP Operation
sshell;614;TCP;SSLshell
sshell;614;UDP;SSLshell
sco-inetmgr;615;TCP;Internet Configuration Manager
sco-inetmgr;615;UDP;Internet Configuration Manager
sco-sysmgr;616;TCP;SCO System Administration Server
sco-sysmgr;616;UDP;SCO System Administration Server
sco-dtmgr;617;TCP;SCO Desktop Administration Server
sco-dtmgr;617;UDP;SCO Desktop Administration Server
dei-icda;618;TCP;DEI-ICDA
dei-icda;618;UDP;DEI-ICDA
compaq-evm;619;TCP;Compaq EVM
compaq-evm;619;UDP;Compaq EVM
sco-websrvrmgr;620;TCP;SCO WebServer Manager
sco-websrvrmgr;620;UDP;SCO WebServer Manager
escp-ip;621;TCP;ESCP
escp-ip;621;UDP;ESCP
collaborator;622;TCP;Collaborator
collaborator;622;UDP;Collaborator
oob-ws-http;623;TCP;DMTF out-of-band web services management protocol
asf-rmcp;623;UDP;ASF Remote Management and Control Protocol
cryptoadmin;624;TCP;Crypto Admin
cryptoadmin;624;UDP;Crypto Admin
dec-dlm;625;TCP;DEC DLM
dec_dlm;625;TCP;DEC DLM
dec-dlm;625;UDP;DEC DLM
dec_dlm;625;UDP;DEC DLM
asia;626;TCP;ASIA
asia;626;UDP;ASIA
passgo-tivoli;627;TCP;PassGo Tivoli
passgo-tivoli;627;UDP;PassGo Tivoli
qmqp;628;TCP;QMQP
qmqp;628;UDP;QMQP
3com-amp3;629;TCP;3Com AMP3
3com-amp3;629;UDP;3Com AMP3
rda;630;TCP;RDA
rda;630;UDP;RDA
ipp;631;TCP;IPP (Internet Printing Protocol)
ipp;631;UDP;IPP (Internet Printing Protocol)
bmpp;632;TCP;bmpp
bmpp;632;UDP;bmpp
servstat;633;TCP;Service Status update (Sterling Software)
servstat;633;UDP;Service Status update (Sterling Software)
ginad;634;TCP;ginad
ginad;634;UDP;ginad
rlzdbase;635;TCP;RLZ DBase
rlzdbase;635;UDP;RLZ DBase
ldaps;636;TCP;ldap protocol over TLS/SSL (was sldap)
ldaps;636;UDP;ldap protocol over TLS/SSL (was sldap)
lanserver;637;TCP;lanserver
lanserver;637;UDP;lanserver
mcns-sec;638;TCP;mcns-sec
mcns-sec;638;UDP;mcns-sec
msdp;639;TCP;MSDP
msdp;639;UDP;MSDP
entrust-sps;640;TCP;entrust-sps
entrust-sps;640;UDP;entrust-sps
repcmd;641;TCP;repcmd
repcmd;641;UDP;repcmd
esro-emsdp;642;TCP;ESRO-EMSDP V1.3
esro-emsdp;642;UDP;ESRO-EMSDP V1.3
sanity;643;TCP;SANity
sanity;643;UDP;SANity
dwr;644;TCP;dwr
dwr;644;UDP;dwr
pssc;645;TCP;PSSC
pssc;645;UDP;PSSC
ldp;646;TCP;LDP
ldp;646;UDP;LDP
dhcp-failover;647;TCP;DHCP Failover
dhcp-failover;647;UDP;DHCP Failover
rrp;648;TCP;Registry Registrar Protocol (RRP)
rrp;648;UDP;Registry Registrar Protocol (RRP)
cadview-3d;649;TCP;Cadview-3d - streaming 3d models over the internet
cadview-3d;649;UDP;Cadview-3d - streaming 3d models over the internet
obex;650;TCP;OBEX
obex;650;UDP;OBEX
ieee-mms;651;TCP;IEEE MMS
ieee-mms;651;UDP;IEEE MMS
hello-port;652;TCP;HELLO_PORT
hello-port;652;UDP;HELLO_PORT
repscmd;653;TCP;RepCmd
repscmd;653;UDP;RepCmd
aodv;654;TCP;AODV
aodv;654;UDP;AODV
tinc;655;TCP;TINC
tinc;655;UDP;TINC
spmp;656;TCP;SPMP
spmp;656;UDP;SPMP
rmc;657;TCP;RMC
rmc;657;UDP;RMC
tenfold;658;TCP;TenFold
tenfold;658;UDP;TenFold
Unassigned;659;UDP;Removed
mac-srvr-admin;660;TCP;MacOS Server Admin
mac-srvr-admin;660;UDP;MacOS Server Admin
hap;661;TCP;HAP
hap;661;UDP;HAP
pftp;662;TCP;PFTP
pftp;662;UDP;PFTP
purenoise;663;TCP;PureNoise
purenoise;663;UDP;PureNoise
oob-ws-https;664;TCP;DMTF out-of-band secure web services management protocol
asf-secure-rmcp;664;UDP;ASF Secure Remote Management and Control Protocol
sun-dr;665;TCP;Sun DR
sun-dr;665;UDP;Sun DR
mdqs;666;TCP;Unassigned
doom;666;TCP;doom Id Software
mdqs;666;UDP;Unassigned
doom;666;UDP;doom Id Software
disclose;667;TCP;campaign contribution disclosures - SDR Technologies
disclose;667;UDP;campaign contribution disclosures - SDR Technologies
mecomm;668;TCP;MeComm
mecomm;668;UDP;MeComm
meregister;669;TCP;MeRegister
meregister;669;UDP;MeRegister
vacdsm-sws;670;TCP;VACDSM-SWS
vacdsm-sws;670;UDP;VACDSM-SWS
vacdsm-app;671;TCP;VACDSM-APP
vacdsm-app;671;UDP;VACDSM-APP
vpps-qua;672;TCP;VPPS-QUA
vpps-qua;672;UDP;VPPS-QUA
cimplex;673;TCP;CIMPLEX
cimplex;673;UDP;CIMPLEX
acap;674;TCP;ACAP
acap;674;UDP;ACAP
dctp;675;TCP;DCTP
dctp;675;UDP;DCTP
vpps-via;676;TCP;VPPS Via
vpps-via;676;UDP;VPPS Via
vpp;677;TCP;Virtual Presence Protocol
vpp;677;UDP;Virtual Presence Protocol
ggf-ncp;678;TCP;GNU Generation Foundation NCP
ggf-ncp;678;UDP;GNU Generation Foundation NCP
mrm;679;TCP;MRM
mrm;679;UDP;MRM
entrust-aaas;680;TCP;entrust-aaas
entrust-aaas;680;UDP;entrust-aaas
entrust-aams;681;TCP;entrust-aams
entrust-aams;681;UDP;entrust-aams
xfr;682;TCP;XFR
xfr;682;UDP;XFR
corba-iiop;683;TCP;CORBA IIOP
corba-iiop;683;UDP;CORBA IIOP
corba-iiop-ssl;684;TCP;CORBA IIOP SSL
corba-iiop-ssl;684;UDP;CORBA IIOP SSL
mdc-portmapper;685;TCP;MDC Port Mapper
mdc-portmapper;685;UDP;MDC Port Mapper
hcp-wismar;686;TCP;Hardware Control Protocol Wismar
hcp-wismar;686;UDP;Hardware Control Protocol Wismar
asipregistry;687;TCP;asipregistry
asipregistry;687;UDP;asipregistry
realm-rusd;688;TCP;ApplianceWare managment protocol
realm-rusd;688;UDP;ApplianceWare managment protocol
nmap;689;TCP;NMAP
nmap;689;UDP;NMAP
vatp;690;TCP;Velneo Application Transfer Protocol
vatp;690;UDP;Velneo Application Transfer Protocol
msexch-routing;691;TCP;MS Exchange Routing
msexch-routing;691;UDP;MS Exchange Routing
hyperwave-isp;692;TCP;Hyperwave-ISP
hyperwave-isp;692;UDP;Hyperwave-ISP
connendp;693;TCP;almanid Connection Endpoint
connendp;693;UDP;almanid Connection Endpoint
ha-cluster;694;TCP;ha-cluster
ha-cluster;694;UDP;ha-cluster
ieee-mms-ssl;695;TCP;IEEE-MMS-SSL
ieee-mms-ssl;695;UDP;IEEE-MMS-SSL
rushd;696;TCP;RUSHD
rushd;696;UDP;RUSHD
uuidgen;697;TCP;UUIDGEN
uuidgen;697;UDP;UUIDGEN
olsr;698;TCP;OLSR
olsr;698;UDP;OLSR
accessnetwork;699;TCP;Access Network
accessnetwork;699;UDP;Access Network
epp;700;TCP;Extensible Provisioning Protocol
epp;700;UDP;Extensible Provisioning Protocol
lmp;701;TCP;Link Management Protocol (LMP)
lmp;701;UDP;Link Management Protocol (LMP)
iris-beep;702;TCP;IRIS over BEEP
iris-beep;702;UDP;IRIS over BEEP
Unassigned;703;UDP;Unassigned
elcsd;704;TCP;errlog copy/server daemon
elcsd;704;UDP;errlog copy/server daemon
agentx;705;TCP;AgentX
agentx;705;UDP;AgentX
silc;706;TCP;SILC
silc;706;UDP;SILC
borland-dsj;707;TCP;Borland DSJ
borland-dsj;707;UDP;Borland DSJ
Unassigned;708;UDP;Unassigned
entrust-kmsh;709;TCP;Entrust Key Management Service Handler
entrust-kmsh;709;UDP;Entrust Key Management Service Handler
entrust-ash;710;TCP;Entrust Administration Service Handler
